Year,LapNumber,LapTimeSeconds,Compound,Circuit,Driver,TrackLengthM,TyreLife,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2024,43.0,94.75,HARD,japan,SAI,5807,7.0,,,,,,,,
2024,44.0,94.336,HARD,japan,SAI,5807,8.0,,,,,,,,
2024,45.0,95.006,HARD,japan,SAI,5807,9.0,,,,,,,,
2024,46.0,93.841,HARD,japan,SAI,5807,10.0,,,,,,,,
2024,47.0,95.063,HARD,japan,SAI,5807,11.0,,,,,,,,
2024,48.0,94.962,HARD,japan,SAI,5807,12.0,,,,,,,,
2024,49.0,94.752,HARD,japan,SAI,5807,13.0,,,,,,,,
2024,50.0,94.636,HARD,japan,SAI,5807,14.0,,,,,,,,
2024,51.0,94.877,HARD,japan,SAI,5807,15.0,,,,,,,,
2024,52.0,95.203,HARD,japan,SAI,5807,16.0,,,,,,,,
2024,53.0,95.224,HARD,japan,SAI,5807,17.0,,,,,,,,
2024,4.0,98.303,HARD,japan,HAM,5807,3.0,,,,,,,,
2024,5.0,98.139,HARD,japan,HAM,5807,4.0,,,,,,,,
2024,6.0,98.19,HARD,japan,HAM,5807,5.0,,,,,,,,
2024,7.0,98.374,HARD,japan,HAM,5807,6.0,,,,,,,,
2024,8.0,98.096,HARD,japan,HAM,5807,7.0,,,,,,,,
2024,9.0,98.533,HARD,japan,HAM,5807,8.0,,,,,,,,
2024,10.0,98.703,HARD,japan,HAM,5807,9.0,,,,,,,,
2024,11.0,99.292,HARD,japan,HAM,5807,10.0,,,,,,,,
2024,12.0,99.202,HARD,japan,HAM,5807,11.0,,,,,,,,
2024,13.0,100.24,HARD,japan,HAM,5807,12.0,,,,,,,,
2024,14.0,99.053,HARD,japan,HAM,5807,13.0,,,,,,,,
2024,15.0,98.915,HARD,japan,HAM,5807,14.0,,,,,,,,
2024,16.0,98.693,HARD,japan,HAM,5807,15.0,,,,,,,,
2024,18.0,99.304,HARD,japan,HAM,5807,17.0,,,,,,,,
2024,19.0,99.352,HARD,japan,HAM,5807,18.0,,,,,,,,
2024,20.0,98.619,HARD,japan,HAM,5807,19.0,,,,,,,,
2024,21.0,98.642,HARD,japan,HAM,5807,20.0,,,,,,,,
2024,22.0,99.823,HARD,japan,HAM,5807,21.0,,,,,,,,
2024,25.0,95.432,HARD,japan,HAM,5807,2.0,,,,,,,,
2024,26.0,95.447,HARD,japan,HAM,5807,3.0,,,,,,,,
2024,27.0,96.135,HARD,japan,HAM,5807,4.0,,,,,,,,
2024,28.0,96.295,HARD,japan,HAM,5807,5.0,,,,,,,,
2024,29.0,96.746,HARD,japan,HAM,5807,6.0,,,,,,,,
2024,30.0,96.399,HARD,japan,HAM,5807,7.0,,,,,,,,
2024,31.0,96.586,HARD,japan,HAM,5807,8.0,,,,,,,,
2024,32.0,96.601,HARD,japan,HAM,5807,9.0,,,,,,,,
2024,33.0,96.444,HARD,japan,HAM,5807,10.0,,,,,,,,
2024,34.0,96.707,HARD,japan,HAM,5807,11.0,,,,,,,,
2024,35.0,96.514,HARD,japan,HAM,5807,12.0,,,,,,,,
2024,36.0,96.191,HARD,japan,HAM,5807,13.0,,,,,,,,
2024,37.0,96.622,HARD,japan,HAM,5807,14.0,,,,,,,,
2024,38.0,97.458,HARD,japan,HAM,5807,15.0,,,,,,,,
2024,39.0,99.03,HARD,japan,HAM,5807,16.0,,,,,,,,
2024,41.0,93.952,MEDIUM,japan,HAM,5807,3.0,,,,,,,,
2024,42.0,94.238,MEDIUM,japan,HAM,5807,4.0,,,,,,,,
2024,43.0,94.082,MEDIUM,japan,HAM,5807,5.0,,,,,,,,
2024,44.0,94.337,MEDIUM,japan,HAM,5807,6.0,,,,,,,,
2024,45.0,94.791,MEDIUM,japan,HAM,5807,7.0,,,,,,,,
2024,46.0,94.798,MEDIUM,japan,HAM,5807,8.0,,,,,,,,
2024,47.0,94.679,MEDIUM,japan,HAM,5807,9.0,,,,,,,,
2024,48.0,94.9,MEDIUM,japan,HAM,5807,10.0,,,,,,,,
2024,49.0,95.047,MEDIUM,japan,HAM,5807,11.0,,,,,,,,
2024,50.0,95.43,MEDIUM,japan,HAM,5807,12.0,,,,,,,,
2024,51.0,95.476,MEDIUM,japan,HAM,5807,13.0,,,,,,,,
2024,52.0,95.235,MEDIUM,japan,HAM,5807,14.0,,,,,,,,
2024,53.0,95.773,MEDIUM,japan,HAM,5807,15.0,,,,,,,,
2024,4.0,98.268,MEDIUM,japan,LEC,5807,3.0,,,,,,,,
2024,5.0,97.812,MEDIUM,japan,LEC,5807,4.0,,,,,,,,
2024,6.0,98.021,MEDIUM,japan,LEC,5807,5.0,,,,,,,,
2024,7.0,98.187,MEDIUM,japan,LEC,5807,6.0,,,,,,,,
2024,8.0,97.92,MEDIUM,japan,LEC,5807,7.0,,,,,,,,
2024,9.0,98.213,MEDIUM,japan,LEC,5807,8.0,,,,,,,,
2024,10.0,99.034,MEDIUM,japan,LEC,5807,9.0,,,,,,,,
2024,11.0,99.193,MEDIUM,japan,LEC,5807,10.0,,,,,,,,
2024,12.0,98.883,MEDIUM,japan,LEC,5807,11.0,,,,,,,,
2024,13.0,98.479,MEDIUM,japan,LEC,5807,12.0,,,,,,,,
2024,14.0,98.595,MEDIUM,japan,LEC,5807,13.0,,,,,,,,
2024,15.0,98.172,MEDIUM,japan,LEC,5807,14.0,,,,,,,,
2024,16.0,97.876,MEDIUM,japan,LEC,5807,15.0,,,,,,,,
2024,17.0,97.856,MEDIUM,japan,LEC,5807,16.0,,,,,,,,
2024,18.0,97.76,MEDIUM,japan,LEC,5807,17.0,,,,,,,,
2024,19.0,97.523,MEDIUM,japan,LEC,5807,18.0,,,,,,,,
2024,20.0,97.48,MEDIUM,japan,LEC,5807,19.0,,,,,,,,
2024,21.0,98.203,MEDIUM,japan,LEC,5807,20.0,,,,,,,,
2024,22.0,97.744,MEDIUM,japan,LEC,5807,21.0,,,,,,,,
2024,23.0,97.755,MEDIUM,japan,LEC,5807,22.0,,,,,,,,
2024,24.0,98.071,MEDIUM,japan,LEC,5807,23.0,,,,,,,,
2024,25.0,97.918,MEDIUM,japan,LEC,5807,24.0,,,,,,,,
2024,28.0,96.09,HARD,japan,LEC,5807,2.0,,,,,,,,
2024,29.0,96.357,HARD,japan,LEC,5807,3.0,,,,,,,,
2024,30.0,96.225,HARD,japan,LEC,5807,4.0,,,,,,,,
2024,31.0,96.201,HARD,japan,LEC,5807,5.0,,,,,,,,
2024,32.0,96.144,HARD,japan,LEC,5807,6.0,,,,,,,,
2024,33.0,95.878,HARD,japan,LEC,5807,7.0,,,,,,,,
2024,34.0,96.32,HARD,japan,LEC,5807,8.0,,,,,,,,
2024,35.0,96.056,HARD,japan,LEC,5807,9.0,,,,,,,,
2024,36.0,96.681,HARD,japan,LEC,5807,10.0,,,,,,,,
2024,37.0,96.135,HARD,japan,LEC,5807,11.0,,,,,,,,
2024,38.0,96.029,HARD,japan,LEC,5807,12.0,,,,,,,,
2024,39.0,95.693,HARD,japan,LEC,5807,13.0,,,,,,,,
2024,40.0,96.341,HARD,japan,LEC,5807,14.0,,,,,,,,
2024,41.0,95.451,HARD,japan,LEC,5807,15.0,,,,,,,,
2024,42.0,95.797,HARD,japan,LEC,5807,16.0,,,,,,,,
2024,43.0,95.713,HARD,japan,LEC,5807,17.0,,,,,,,,
2024,44.0,95.685,HARD,japan,LEC,5807,18.0,,,,,,,,
2024,45.0,95.739,HARD,japan,LEC,5807,19.0,,,,,,,,
2024,46.0,96.778,HARD,japan,LEC,5807,20.0,,,,,,,,
2024,47.0,95.922,HARD,japan,LEC,5807,21.0,,,,,,,,
2024,48.0,95.502,HARD,japan,LEC,5807,22.0,,,,,,,,
2024,49.0,95.543,HARD,japan,LEC,5807,23.0,,,,,,,,
2024,50.0,95.274,HARD,japan,LEC,5807,24.0,,,,,,,,
2024,51.0,95.199,HARD,japan,LEC,5807,25.0,,,,,,,,
2024,52.0,95.316,HARD,japan,LEC,5807,26.0,,,,,,,,
2024,53.0,95.044,HARD,japan,LEC,5807,27.0,,,,,,,,
2024,4.0,100.228,SOFT,japan,ZHO,5807,3.0,,,,,,,,
2024,5.0,99.597,SOFT,japan,ZHO,5807,4.0,,,,,,,,
2024,6.0,99.991,SOFT,japan,ZHO,5807,5.0,,,,,,,,
2024,7.0,102.874,SOFT,japan,ZHO,5807,6.0,,,,,,,,
2024,9.0,97.16,HARD,japan,ZHO,5807,2.0,,,,,,,,
2024,10.0,97.5,HARD,japan,ZHO,5807,3.0,,,,,,,,
2024,11.0,101.117,HARD,japan,ZHO,5807,4.0,,,,,,,,
2024,4.0,99.462,SOFT,japan,BOT,5807,4.0,,,,,,,,
2024,5.0,98.279,SOFT,japan,BOT,5807,5.0,,,,,,,,
2024,6.0,101.288,SOFT,japan,BOT,5807,6.0,,,,,,,,
2024,8.0,96.706,HARD,japan,BOT,5807,2.0,,,,,,,,
2024,9.0,97.406,HARD,japan,BOT,5807,3.0,,,,,,,,
2024,10.0,97.451,HARD,japan,BOT,5807,4.0,,,,,,,,
2024,11.0,98.432,HARD,japan,BOT,5807,5.0,,,,,,,,
2024,12.0,100.691,HARD,japan,BOT,5807,6.0,,,,,,,,
2024,13.0,98.282,HARD,japan,BOT,5807,7.0,,,,,,,,
2024,14.0,98.717,HARD,japan,BOT,5807,8.0,,,,,,,,
2024,15.0,100.42,HARD,japan,BOT,5807,9.0,,,,,,,,
2024,16.0,98.633,HARD,japan,BOT,5807,10.0,,,,,,,,
2024,17.0,98.718,HARD,japan,BOT,5807,11.0,,,,,,,,
2024,18.0,98.83,HARD,japan,BOT,5807,12.0,,,,,,,,
2024,19.0,99.632,HARD,japan,BOT,5807,13.0,,,,,,,,
2024,20.0,99.113,HARD,japan,BOT,5807,14.0,,,,,,,,
2024,21.0,99.457,HARD,japan,BOT,5807,15.0,,,,,,,,
2024,22.0,102.311,HARD,japan,BOT,5807,16.0,,,,,,,,
2024,24.0,98.126,HARD,japan,BOT,5807,2.0,,,,,,,,
2024,25.0,96.608,HARD,japan,BOT,5807,3.0,,,,,,,,
2024,26.0,96.858,HARD,japan,BOT,5807,4.0,,,,,,,,
2024,27.0,96.622,HARD,japan,BOT,5807,5.0,,,,,,,,
2024,28.0,97.472,HARD,japan,BOT,5807,6.0,,,,,,,,
2024,29.0,97.712,HARD,japan,BOT,5807,7.0,,,,,,,,
2024,30.0,98.253,HARD,japan,BOT,5807,8.0,,,,,,,,
2024,31.0,98.058,HARD,japan,BOT,5807,9.0,,,,,,,,
2024,32.0,98.748,HARD,japan,BOT,5807,10.0,,,,,,,,
2024,33.0,98.722,HARD,japan,BOT,5807,11.0,,,,,,,,
2024,34.0,98.003,HARD,japan,BOT,5807,12.0,,,,,,,,
2024,35.0,98.007,HARD,japan,BOT,5807,13.0,,,,,,,,
2024,36.0,98.257,HARD,japan,BOT,5807,14.0,,,,,,,,
2024,37.0,97.602,HARD,japan,BOT,5807,15.0,,,,,,,,
2024,38.0,98.0,HARD,japan,BOT,5807,16.0,,,,,,,,
2024,39.0,97.232,HARD,japan,BOT,5807,17.0,,,,,,,,
2024,40.0,97.858,HARD,japan,BOT,5807,18.0,,,,,,,,
2024,41.0,97.312,HARD,japan,BOT,5807,19.0,,,,,,,,
2024,42.0,98.001,HARD,japan,BOT,5807,20.0,,,,,,,,
2024,43.0,97.444,HARD,japan,BOT,5807,21.0,,,,,,,,
2024,44.0,97.507,HARD,japan,BOT,5807,22.0,,,,,,,,
2024,45.0,98.734,HARD,japan,BOT,5807,23.0,,,,,,,,
2024,46.0,99.966,HARD,japan,BOT,5807,24.0,,,,,,,,
2024,47.0,97.9,HARD,japan,BOT,5807,25.0,,,,,,,,
2024,48.0,97.206,HARD,japan,BOT,5807,26.0,,,,,,,,
2024,49.0,96.944,HARD,japan,BOT,5807,27.0,,,,,,,,
2024,50.0,99.195,HARD,japan,BOT,5807,28.0,,,,,,,,
2024,51.0,97.156,HARD,japan,BOT,5807,29.0,,,,,,,,
2024,52.0,97.727,HARD,japan,BOT,5807,30.0,,,,,,,,
2023,5.0,96.748,MEDIUM,japan,VER,5807,5.0,,,,,,,,
2023,6.0,97.837,MEDIUM,japan,VER,5807,6.0,,,,,,,,
2023,7.0,98.033,MEDIUM,japan,VER,5807,7.0,,,,,,,,
2023,8.0,98.148,MEDIUM,japan,VER,5807,8.0,,,,,,,,
2023,9.0,98.241,MEDIUM,japan,VER,5807,9.0,,,,,,,,
2023,10.0,98.301,MEDIUM,japan,VER,5807,10.0,,,,,,,,
2023,11.0,98.519,MEDIUM,japan,VER,5807,11.0,,,,,,,,
2023,12.0,98.651,MEDIUM,japan,VER,5807,12.0,,,,,,,,
2023,13.0,98.689,MEDIUM,japan,VER,5807,13.0,,,,,,,,
2023,15.0,98.373,MEDIUM,japan,VER,5807,15.0,,,,,,,,
2023,18.0,97.399,MEDIUM,japan,VER,5807,2.0,,,,,,,,
2023,19.0,97.769,MEDIUM,japan,VER,5807,3.0,,,,,,,,
2023,20.0,97.344,MEDIUM,japan,VER,5807,4.0,,,,,,,,
2023,21.0,97.565,MEDIUM,japan,VER,5807,5.0,,,,,,,,
2023,22.0,97.592,MEDIUM,japan,VER,5807,6.0,,,,,,,,
2023,23.0,97.722,MEDIUM,japan,VER,5807,7.0,,,,,,,,
2023,24.0,97.714,MEDIUM,japan,VER,5807,8.0,,,,,,,,
2023,25.0,97.946,MEDIUM,japan,VER,5807,9.0,,,,,,,,
2023,26.0,97.903,MEDIUM,japan,VER,5807,10.0,,,,,,,,
2023,27.0,97.865,MEDIUM,japan,VER,5807,11.0,,,,,,,,
2023,28.0,97.558,MEDIUM,japan,VER,5807,12.0,,,,,,,,
2023,29.0,97.424,MEDIUM,japan,VER,5807,13.0,,,,,,,,
2023,30.0,97.599,MEDIUM,japan,VER,5807,14.0,,,,,,,,
2023,31.0,97.599,MEDIUM,japan,VER,5807,15.0,,,,,,,,
2023,32.0,97.92,MEDIUM,japan,VER,5807,16.0,,,,,,,,
2023,33.0,97.655,MEDIUM,japan,VER,5807,17.0,,,,,,,,
2023,34.0,97.733,MEDIUM,japan,VER,5807,18.0,,,,,,,,
2023,35.0,97.788,MEDIUM,japan,VER,5807,19.0,,,,,,,,
2023,36.0,97.82,MEDIUM,japan,VER,5807,20.0,,,,,,,,
2023,37.0,100.264,MEDIUM,japan,VER,5807,21.0,,,,,,,,
2023,39.0,94.183,HARD,japan,VER,5807,2.0,,,,,,,,
2023,40.0,95.914,HARD,japan,VER,5807,3.0,,,,,,,,
2023,41.0,95.433,HARD,japan,VER,5807,4.0,,,,,,,,
2023,42.0,95.248,HARD,japan,VER,5807,5.0,,,,,,,,
2023,43.0,95.969,HARD,japan,VER,5807,6.0,,,,,,,,
2023,44.0,95.462,HARD,japan,VER,5807,7.0,,,,,,,,
2023,45.0,95.915,HARD,japan,VER,5807,8.0,,,,,,,,
2023,46.0,95.983,HARD,japan,VER,5807,9.0,,,,,,,,
2023,47.0,96.22,HARD,japan,VER,5807,10.0,,,,,,,,
2023,48.0,96.198,HARD,japan,VER,5807,11.0,,,,,,,,
2023,49.0,96.689,HARD,japan,VER,5807,12.0,,,,,,,,
2023,50.0,96.877,HARD,japan,VER,5807,13.0,,,,,,,,
2023,51.0,96.64,HARD,japan,VER,5807,14.0,,,,,,,,
2023,52.0,97.05,HARD,japan,VER,5807,15.0,,,,,,,,
2023,53.0,96.3,HARD,japan,VER,5807,16.0,,,,,,,,
2023,5.0,99.985,HARD,japan,PER,5807,3.0,,,,,,,,
2023,6.0,100.759,HARD,japan,PER,5807,4.0,,,,,,,,
2023,7.0,100.134,HARD,japan,PER,5807,5.0,,,,,,,,
2023,8.0,99.704,HARD,japan,PER,5807,6.0,,,,,,,,
2023,9.0,100.466,HARD,japan,PER,5807,7.0,,,,,,,,
2023,10.0,100.744,HARD,japan,PER,5807,8.0,,,,,,,,
2023,11.0,100.896,HARD,japan,PER,5807,9.0,,,,,,,,
2023,5.0,98.676,MEDIUM,japan,PIA,5807,5.0,,,,,,,,
2023,6.0,98.82,MEDIUM,japan,PIA,5807,6.0,,,,,,,,
2023,7.0,98.787,MEDIUM,japan,PIA,5807,7.0,,,,,,,,
2023,8.0,98.876,MEDIUM,japan,PIA,5807,8.0,,,,,,,,
2023,9.0,99.15,MEDIUM,japan,PIA,5807,9.0,,,,,,,,
2023,10.0,99.231,MEDIUM,japan,PIA,5807,10.0,,,,,,,,
2023,11.0,99.333,MEDIUM,japan,PIA,5807,11.0,,,,,,,,
2023,12.0,99.715,MEDIUM,japan,PIA,5807,12.0,,,,,,,,
2023,13.0,101.4,MEDIUM,japan,PIA,5807,13.0,,,,,,,,
2023,15.0,98.405,HARD,japan,PIA,5807,2.0,,,,,,,,
2023,16.0,98.44,HARD,japan,PIA,5807,3.0,,,,,,,,
2023,17.0,98.669,HARD,japan,PIA,5807,4.0,,,,,,,,
2023,18.0,98.622,HARD,japan,PIA,5807,5.0,,,,,,,,
2023,19.0,98.574,HARD,japan,PIA,5807,6.0,,,,,,,,
2023,20.0,98.706,HARD,japan,PIA,5807,7.0,,,,,,,,
2023,21.0,98.263,HARD,japan,PIA,5807,8.0,,,,,,,,
2023,22.0,98.265,HARD,japan,PIA,5807,9.0,,,,,,,,
2023,23.0,98.732,HARD,japan,PIA,5807,10.0,,,,,,,,
2023,24.0,99.112,HARD,japan,PIA,5807,11.0,,,,,,,,
2023,25.0,98.541,HARD,japan,PIA,5807,12.0,,,,,,,,
2023,26.0,98.935,HARD,japan,PIA,5807,13.0,,,,,,,,
2023,27.0,99.779,HARD,japan,PIA,5807,14.0,,,,,,,,
2023,28.0,98.697,HARD,japan,PIA,5807,15.0,,,,,,,,
2023,29.0,98.698,HARD,japan,PIA,5807,16.0,,,,,,,,
2023,30.0,98.557,HARD,japan,PIA,5807,17.0,,,,,,,,
2023,31.0,98.621,HARD,japan,PIA,5807,18.0,,,,,,,,
2023,32.0,98.458,HARD,japan,PIA,5807,19.0,,,,,,,,
2023,33.0,98.506,HARD,japan,PIA,5807,20.0,,,,,,,,
2023,34.0,98.117,HARD,japan,PIA,5807,21.0,,,,,,,,
2023,35.0,100.575,HARD,japan,PIA,5807,22.0,,,,,,,,
2023,37.0,96.632,HARD,japan,PIA,5807,2.0,,,,,,,,
2023,38.0,96.328,HARD,japan,PIA,5807,3.0,,,,,,,,
2023,39.0,96.597,HARD,japan,PIA,5807,4.0,,,,,,,,
2023,40.0,96.741,HARD,japan,PIA,5807,5.0,,,,,,,,
2023,41.0,97.882,HARD,japan,PIA,5807,6.0,,,,,,,,
2023,42.0,96.848,HARD,japan,PIA,5807,7.0,,,,,,,,
2023,43.0,97.251,HARD,japan,PIA,5807,8.0,,,,,,,,
2023,44.0,97.843,HARD,japan,PIA,5807,9.0,,,,,,,,
2023,45.0,97.296,HARD,japan,PIA,5807,10.0,,,,,,,,
2023,46.0,96.459,HARD,japan,PIA,5807,11.0,,,,,,,,
2023,47.0,96.704,HARD,japan,PIA,5807,12.0,,,,,,,,
2023,48.0,96.88,HARD,japan,PIA,5807,13.0,,,,,,,,
2023,49.0,97.117,HARD,japan,PIA,5807,14.0,,,,,,,,
2023,50.0,97.131,HARD,japan,PIA,5807,15.0,,,,,,,,
2023,51.0,97.231,HARD,japan,PIA,5807,16.0,,,,,,,,
2023,52.0,97.795,HARD,japan,PIA,5807,17.0,,,,,,,,
2023,53.0,97.017,HARD,japan,PIA,5807,18.0,,,,,,,,
2023,5.0,97.66,MEDIUM,japan,NOR,5807,5.0,,,,,,,,
2023,6.0,98.158,MEDIUM,japan,NOR,5807,6.0,,,,,,,,
2023,7.0,98.394,MEDIUM,japan,NOR,5807,7.0,,,,,,,,
2023,8.0,98.506,MEDIUM,japan,NOR,5807,8.0,,,,,,,,
2023,9.0,98.578,MEDIUM,japan,NOR,5807,9.0,,,,,,,,
2023,10.0,99.012,MEDIUM,japan,NOR,5807,10.0,,,,,,,,
2023,11.0,99.069,MEDIUM,japan,NOR,5807,11.0,,,,,,,,
2023,12.0,99.213,MEDIUM,japan,NOR,5807,12.0,,,,,,,,
2023,13.0,99.156,MEDIUM,japan,NOR,5807,13.0,,,,,,,,
2023,15.0,99.107,MEDIUM,japan,NOR,5807,15.0,,,,,,,,
2023,16.0,99.226,MEDIUM,japan,NOR,5807,16.0,,,,,,,,
2023,17.0,101.24,MEDIUM,japan,NOR,5807,17.0,,,,,,,,
2023,19.0,96.689,HARD,japan,NOR,5807,2.0,,,,,,,,
2023,20.0,97.776,HARD,japan,NOR,5807,3.0,,,,,,,,
2023,21.0,97.553,HARD,japan,NOR,5807,4.0,,,,,,,,
2023,22.0,97.646,HARD,japan,NOR,5807,5.0,,,,,,,,
2023,23.0,98.064,HARD,japan,NOR,5807,6.0,,,,,,,,
2023,24.0,98.137,HARD,japan,NOR,5807,7.0,,,,,,,,
2023,25.0,98.372,HARD,japan,NOR,5807,8.0,,,,,,,,
2023,26.0,98.793,HARD,japan,NOR,5807,9.0,,,,,,,,
2023,27.0,97.402,HARD,japan,NOR,5807,10.0,,,,,,,,
2023,28.0,98.019,HARD,japan,NOR,5807,11.0,,,,,,,,
2023,29.0,97.757,HARD,japan,NOR,5807,12.0,,,,,,,,
2023,30.0,98.037,HARD,japan,NOR,5807,13.0,,,,,,,,
2023,31.0,97.7,HARD,japan,NOR,5807,14.0,,,,,,,,
2023,32.0,98.445,HARD,japan,NOR,5807,15.0,,,,,,,,
2023,33.0,97.952,HARD,japan,NOR,5807,16.0,,,,,,,,
2023,34.0,98.003,HARD,japan,NOR,5807,17.0,,,,,,,,
2023,35.0,97.86,HARD,japan,NOR,5807,18.0,,,,,,,,
2023,36.0,100.106,HARD,japan,NOR,5807,19.0,,,,,,,,
2023,38.0,96.003,HARD,japan,NOR,5807,2.0,,,,,,,,
2023,39.0,95.972,HARD,japan,NOR,5807,3.0,,,,,,,,
2023,40.0,95.247,HARD,japan,NOR,5807,4.0,,,,,,,,
2023,41.0,95.823,HARD,japan,NOR,5807,5.0,,,,,,,,
2023,42.0,95.844,HARD,japan,NOR,5807,6.0,,,,,,,,
2023,43.0,96.052,HARD,japan,NOR,5807,7.0,,,,,,,,
2023,44.0,96.059,HARD,japan,NOR,5807,8.0,,,,,,,,
2023,45.0,96.078,HARD,japan,NOR,5807,9.0,,,,,,,,
2023,46.0,96.378,HARD,japan,NOR,5807,10.0,,,,,,,,
2023,47.0,96.411,HARD,japan,NOR,5807,11.0,,,,,,,,
2023,48.0,96.587,HARD,japan,NOR,5807,12.0,,,,,,,,
2023,49.0,97.728,HARD,japan,NOR,5807,13.0,,,,,,,,
2023,50.0,96.942,HARD,japan,NOR,5807,14.0,,,,,,,,
2023,51.0,96.741,HARD,japan,NOR,5807,15.0,,,,,,,,
2023,52.0,96.71,HARD,japan,NOR,5807,16.0,,,,,,,,
2023,53.0,96.755,HARD,japan,NOR,5807,17.0,,,,,,,,
2023,5.0,99.465,MEDIUM,japan,RUS,5807,5.0,,,,,,,,
2023,6.0,99.518,MEDIUM,japan,RUS,5807,6.0,,,,,,,,
2023,7.0,99.582,MEDIUM,japan,RUS,5807,7.0,,,,,,,,
2023,8.0,99.672,MEDIUM,japan,RUS,5807,8.0,,,,,,,,
2023,9.0,99.767,MEDIUM,japan,RUS,5807,9.0,,,,,,,,
2023,10.0,99.894,MEDIUM,japan,RUS,5807,10.0,,,,,,,,
2023,11.0,100.012,MEDIUM,japan,RUS,5807,11.0,,,,,,,,
2023,12.0,99.236,MEDIUM,japan,RUS,5807,12.0,,,,,,,,
2023,13.0,99.213,MEDIUM,japan,RUS,5807,13.0,,,,,,,,
2023,15.0,98.768,MEDIUM,japan,RUS,5807,15.0,,,,,,,,
2023,16.0,100.5,MEDIUM,japan,RUS,5807,16.0,,,,,,,,
2023,17.0,99.13,MEDIUM,japan,RUS,5807,17.0,,,,,,,,
2023,18.0,99.553,MEDIUM,japan,RUS,5807,18.0,,,,,,,,
2023,19.0,100.016,MEDIUM,japan,RUS,5807,19.0,,,,,,,,
2023,20.0,99.419,MEDIUM,japan,RUS,5807,20.0,,,,,,,,
2023,21.0,99.559,MEDIUM,japan,RUS,5807,21.0,,,,,,,,
2023,22.0,99.565,MEDIUM,japan,RUS,5807,22.0,,,,,,,,
2023,23.0,99.439,MEDIUM,japan,RUS,5807,23.0,,,,,,,,
2023,24.0,101.402,MEDIUM,japan,RUS,5807,24.0,,,,,,,,
2023,26.0,98.014,HARD,japan,RUS,5807,2.0,,,,,,,,
2023,27.0,97.653,HARD,japan,RUS,5807,3.0,,,,,,,,
2023,28.0,97.678,HARD,japan,RUS,5807,4.0,,,,,,,,
2023,29.0,97.841,HARD,japan,RUS,5807,5.0,,,,,,,,
2023,30.0,97.951,HARD,japan,RUS,5807,6.0,,,,,,,,
2023,31.0,98.002,HARD,japan,RUS,5807,7.0,,,,,,,,
2023,32.0,98.196,HARD,japan,RUS,5807,8.0,,,,,,,,
2023,33.0,98.129,HARD,japan,RUS,5807,9.0,,,,,,,,
2023,34.0,98.097,HARD,japan,RUS,5807,10.0,,,,,,,,
2023,35.0,98.197,HARD,japan,RUS,5807,11.0,,,,,,,,
2023,36.0,97.997,HARD,japan,RUS,5807,12.0,,,,,,,,
2023,37.0,98.48,HARD,japan,RUS,5807,13.0,,,,,,,,
2023,38.0,99.043,HARD,japan,RUS,5807,14.0,,,,,,,,
2023,39.0,98.016,HARD,japan,RUS,5807,15.0,,,,,,,,
2023,40.0,97.692,HARD,japan,RUS,5807,16.0,,,,,,,,
2023,41.0,98.022,HARD,japan,RUS,5807,17.0,,,,,,,,
2023,42.0,98.579,HARD,japan,RUS,5807,18.0,,,,,,,,
2023,43.0,98.1,HARD,japan,RUS,5807,19.0,,,,,,,,
2023,44.0,98.454,HARD,japan,RUS,5807,20.0,,,,,,,,
2023,45.0,99.238,HARD,japan,RUS,5807,21.0,,,,,,,,
2023,46.0,98.44,HARD,japan,RUS,5807,22.0,,,,,,,,
2023,47.0,98.739,HARD,japan,RUS,5807,23.0,,,,,,,,
2023,48.0,98.356,HARD,japan,RUS,5807,24.0,,,,,,,,
2023,49.0,100.592,HARD,japan,RUS,5807,25.0,,,,,,,,
2023,50.0,99.679,HARD,japan,RUS,5807,26.0,,,,,,,,
2023,51.0,99.071,HARD,japan,RUS,5807,27.0,,,,,,,,
2023,52.0,99.055,HARD,japan,RUS,5807,28.0,,,,,,,,
2023,53.0,98.88,HARD,japan,RUS,5807,29.0,,,,,,,,
2023,5.0,98.962,MEDIUM,japan,SAI,5807,5.0,,,,,,,,
2023,6.0,99.17,MEDIUM,japan,SAI,5807,6.0,,,,,,,,
2023,7.0,99.189,MEDIUM,japan,SAI,5807,7.0,,,,,,,,
2023,8.0,99.108,MEDIUM,japan,SAI,5807,8.0,,,,,,,,
2023,9.0,99.168,MEDIUM,japan,SAI,5807,9.0,,,,,,,,
2023,10.0,99.441,MEDIUM,japan,SAI,5807,10.0,,,,,,,,
2023,11.0,99.677,MEDIUM,japan,SAI,5807,11.0,,,,,,,,
2023,12.0,99.614,MEDIUM,japan,SAI,5807,12.0,,,,,,,,
2023,13.0,99.579,MEDIUM,japan,SAI,5807,13.0,,,,,,,,
2023,15.0,99.398,MEDIUM,japan,SAI,5807,15.0,,,,,,,,
2023,16.0,99.513,MEDIUM,japan,SAI,5807,16.0,,,,,,,,
2023,17.0,99.548,MEDIUM,japan,SAI,5807,17.0,,,,,,,,
2023,18.0,101.804,MEDIUM,japan,SAI,5807,18.0,,,,,,,,
2023,20.0,99.188,MEDIUM,japan,SAI,5807,2.0,,,,,,,,
2023,21.0,97.987,MEDIUM,japan,SAI,5807,3.0,,,,,,,,
2023,22.0,97.879,MEDIUM,japan,SAI,5807,4.0,,,,,,,,
